hour_of_day,day_of_week,is_weekend,is_peak_hour,active_users,requests_per_minute,avg_request_size_kb,api_calls_per_minute,db_queries_per_minute,background_jobs_count,cache_hit_ratio,allocated_cpu_cores,allocated_memory_gb,container_count,running_services_count,network_in_mbps,network_out_mbps,disk_read_ops,disk_write_ops,avg_response_time_ms,error_rate_percent,scheduled_job_flag,release_day_flag,cpu_usage_percent,memory_usage_percent
14,5,1,0,3865,3146.782637144766,75.57766918101919,926.751665968151,1016.5724992314546,2,0.7740504241985527,8,30.499784842465132,11,14,49.9892478112305,49.041859234592415,888.2632254196043,292.9673723448083,81.03837672600095,1.9654739860871246,0,0,81.73694757493716,53.045806951686096
18,1,0,1,291,343.373496650288,15.324407694274004,94.14712847012775,107.21252333554598,4,0.8492941809948839,8,27.242094931178734,12,38,6.4336072913890705,7.204191322845083,154.14723255712744,31.15325688521151,48.47761861322967,1.5137525624429282,1,0,41.87666385786429,55.611658159281035
11,5,1,0,4847,6953.791684936612,64.61672433082842,3520.0865586989853,1300.6405643464693,2,0.6175098581610466,4,15.402180161830646,9,50,98.63589008568768,92.78953171968897,987.2341045152463,1202.293296061208,118.7891015902466,0.8629448707159001,0,0,100.0,75.9700957488567
22,0,0,1,2999,2779.9878011747674,64.20938673123365,1549.5712223719559,941.974237414981,0,0.7782396990900998,16,56.99568809219146,5,55,44.3506414976795,40.73717819190672,915.191944289362,524.8536441129969,80.08702113934248,0.8578856856912715,0,0,72.0588589060467,67.48629506358643
19,0,0,1,4886,5114.916160709587,77.29420267057586,1160.3493377839932,673.0429834033374,1,0.8179045561835866,16,43.13270402716678,15,43,64.72052720690748,65.23674685139045,960.172607501734,270.70948875857636,97.36222517452958,2.2927120874955866,0,0,100.0,81.25859179995264
2,0,0,0,4926,5082.339294268117,33.13424843100333,1442.6805918414382,1328.5604504598687,5,0.9002248555101676,32,65.62919960324874,5,5,56.24173270300055,55.57590661847181,885.7439769052227,464.43570399915865,95.89818397845468,0.5922692886031622,1,0,100.0,36.45832028599524
4,3,0,0,2306,2419.3591153902794,7.37377057327463,1232.6023132537161,775.6784419803068,2,0.5795368693030458,8,23.473075962381746,9,12,13.910928123584034,15.589663457688795,424.73417407401496,669.2580874782849,68.286406967638,0.840055209818143,0,0,32.67657915576076,38.54680012130882
18,4,0,1,4161,3450.8014409065763,42.358613273444575,1816.2738352281133,1259.810294097282,4,0.6568432920478858,16,43.75081023225471,15,43,36.89291686563906,41.255916830911424,1680.1150846551452,920.8040409903482,89.40823343281788,0.6540850882926129,1,0,81.62087972871984,78.4041958617065
6,2,0,0,3418,3401.9777101770155,50.83683714045513,1361.0089495580721,921.582489539772,2,0.8798889228626179,4,12.040549273285537,5,18,43.12836444166153,44.52115024158382,1269.258559016275,370.96942371600676,71.21789286334808,2.7410503591475477,0,0,84.94953527114514,40.56073041037081
20,3,0,1,416,418.66215825830864,78.11022128824906,200.10088594979547,74.31123166045397,0,0.7084329502857554,32,64.78706959192013,12,7,4.00697497753565,4.777399293984105,37.764895255241434,19.8777996956204,43.02089475572778,0.80195365144429,0,0,19.793028579850912,42.73339458952857
8,3,0,0,2877,4045.3797184531873,111.96976416165391,934.6450269077866,1434.7280270068334,2,0.7325325950093231,16,49.06996894389852,18,16,42.52987540048458,48.278965079361825,1729.0820667712599,1017.4458973867205,86.15915431153294,0.7564745454437635,0,0,87.99970319581708,55.41981301732458
6,4,0,0,1302,1362.5185288998339,28.38933512010455,735.5031596841214,450.16815291023295,1,0.7972573069308282,32,90.43373726757275,7,18,13.925250060688242,12.581165536611545,390.6559119808735,254.99920804019317,43.071941644258565,1.3303804115887374,0,0,32.02485979861042,38.50155439376505
17,3,0,0,2537,2823.812208376958,84.0433673083591,1505.3502931323014,412.47263181548794,1,0.8490606230424521,32,107.54020753719396,18,57,37.347144081506876,30.762220437428063,352.5720600189424,348.5357220733001,99.01406226030161,1.4965360971056378,0,0,69.5180809559641,83.95075062207731
3,0,0,0,4835,5156.607963665176,16.20110457792603,2461.562599903401,1865.2289900325247,2,0.6383770445453565,4,10.153103850420523,3,47,100.15458876626032,104.94128406168308,1678.8708483409762,1053.1536708793199,112.18840702477566,0.0,0,1,100.0,55.99389872492852
13,0,0,0,3653,3230.9740779762046,26.921501888803967,1830.4462949401013,1253.4989479614162,1,0.9146815005362461,4,14.55134701196215,13,22,25.65700539412724,22.719935945578122,880.1795977205891,630.9466550729694,89.05729546248826,0.4545869450749614,0,0,60.76834374662051,59.27105443959266
17,5,1,0,3571,5332.394787286743,63.55046883050303,1168.080836701638,1393.4628867934186,1,0.6748052625798209,4,15.438679270625794,18,38,55.01326666771459,58.31836421957536,1396.1284380600214,1284.5509204216412,97.93174547136192,2.627466257708565,0,0,100.0,75.10025270530988
8,1,0,0,4992,6879.363546398611,86.46342160337386,2011.42547471855,767.1142786828295,1,0.625218619065618,4,9.324632625879197,10,13,137.15488542919348,118.46826077651582,843.970504807092,577.5486532490542,141.8596287439993,0.0,0,0,100.0,56.92998789563582
20,3,0,1,4567,5382.868129535788,103.73538163320795,1857.187173724063,2016.8761624667675,5,0.8357879404496457,4,13.171957016600794,7,6,57.96612235870992,65.81244080503774,1442.5180384943203,929.5889053889346,110.004450304938,0.35051621662290333,1,1,100.0,44.45994910207314
1,1,0,0,1693,1918.9395623006071,90.54889467766529,505.5168983072626,262.56803402836795,3,0.6727340023908706,32,104.54901266269033,18,19,32.2542678743702,29.80059670273971,346.0441917010786,83.0326954561923,73.75040482600392,1.2669794433291135,0,0,60.905157365536965,56.322141906820114
19,2,0,1,1262,1583.1516244740224,6.765570488959608,832.6286191875228,459.01348457364566,3,0.7430491791806368,32,85.77128085052846,19,13,17.275231884340123,15.473091827261486,555.2571000035869,300.085375756822,48.834273939356635,1.4727485281200554,0,0,54.90866533899042,63.11350199067531
14,6,1,0,4753,4888.469074251666,83.65210248072607,2458.3000764323897,1076.7936881306905,1,0.6585438758249054,4,8.909815178068158,1,15,60.566630963208496,56.6609753861628,1531.8632959421038,1007.614443176745,85.96514007504106,0.8491571399148571,0,0,100.0,47.47116324508351
6,0,0,0,69,57.62866263812132,99.83563592553527,29.350333999564032,22.91373804816668,3,0.9096705457648991,8,26.699643473023748,9,25,0.9558806765260359,1.0489979743006814,16.67464134501893,8.127983473273796,60.03023750372397,1.6941465129742759,0,0,22.37917098120416,39.44284842882844
11,5,1,0,725,785.1907829094538,65.43634989975088,248.5265365387437,294.5638520313767,2,0.739836737779412,4,11.644113136815792,16,5,10.424256900191136,10.840246173655123,266.12590901755175,197.173198069416,79.92872700746146,0.6970993846991147,0,0,27.750106034848322,47.60132183807838
7,2,0,0,4527,6739.72654504777,116.04384946113707,3404.064174119967,2260.1749634285625,2,0.5313998144368375,32,76.23981050429254,17,24,81.49014873395495,67.18463009387747,1495.339596183115,1647.58394873899,106.51092295138825,1.9939206117983073,0,0,100.0,67.43905568527595
14,5,1,0,658,610.3889387872791,5.4959285810408085,152.12293667523454,97.52985475994417,2,0.5272199273797625,32,67.66393681852134,18,30,4.306536390538272,3.633406762249892,52.86736935955084,48.265954387072654,57.29344428226666,0.4319041017214543,0,0,23.2060465831485,62.53876685160995
2,6,1,0,111,129.80270120028595,99.14566432179495,31.505736807334998,40.20741166415881,2,0.6751187909070652,16,62.27363751623704,9,56,2.594113749003923,2.9358610495482513,34.30857319304437,9.365610689229724,36.538018592252996,1.2654505743476876,0,0,22.444692679468105,60.586353258703554
13,6,1,0,1315,1059.8439453140131,43.50426917070736,459.57265465115483,287.8999759037663,2,0.6956481518668478,16,45.081763154146365,14,13,8.272419966816097,8.551561355733174,172.4755176947951,236.78074056950652,65.18864560167184,0.4977182656675184,0,0,35.689214455730415,35.30970770233475
16,4,0,0,2335,2067.4605115593968,79.80172489985016,453.7403143681115,290.6932773586146,1,0.5179440466822166,32,111.91874205253053,17,20,24.311940527822156,22.31041197232293,340.59911132369587,171.56839533880742,62.85402043160287,0.9450889817875728,0,1,48.70696705161451,55.56113189154756
3,0,0,0,1204,1458.0851651536861,84.75041785812746,839.070035351439,493.4223349874676,1,0.9091712542479897,8,18.184643949094543,10,55,20.953625749674853,19.63083767938586,450.6684293087078,462.9095718014351,74.9389868013858,2.2357630577224468,0,0,46.88708566290382,68.37039529914969
17,2,0,0,1678,1691.742401599903,40.21863688338513,560.8778434642494,213.05279596761406,1,0.7431608141242269,32,103.94799511631001,10,30,9.789447614934986,9.301927235092645,288.1996254986753,179.16720834667882,74.09735190711439,1.7121243743030472,0,0,35.14170554329284,48.62564492409258
7,4,0,0,1676,2403.349039515605,119.47381747855339,939.2601510261359,587.5777482664603,5,0.7629695102141687,32,65.60215567789635,19,12,18.748331379545956,15.564899363705244,553.1100814808902,168.76966121219863,57.008053360940536,1.2840903752218178,1,0,54.36483902530416,57.47108631166322
3,6,1,0,3766,4083.5447370164625,16.87375322809292,2145.052134348624,930.9217410731245,4,0.8128658432736864,8,22.757656571900647,10,31,69.52172062091685,63.28116110141077,1382.8564989701458,867.5430302195517,61.231430351368935,2.2659265595732845,1,0,100.0,62.42070342820071
1,2,0,0,1492,1410.8702888436715,23.058344794395133,507.9431379313968,482.31902013276095,2,0.6044396170282964,4,9.963808270695132,13,14,20.695810612997168,19.04040962220613,553.4563550022243,214.2322743883735,62.49481207230552,0.0,0,1,46.587412231112765,43.14364735206401
5,5,1,0,1703,2012.799948164295,107.60204610387214,749.281147761862,459.46229773551516,2,0.7510059659006121,16,42.732227404948915,12,51,22.326881732342308,26.412263051182187,555.3277031135992,403.5214418515388,61.893986481862115,1.3603878190092669,0,0,55.67748013275662,73.6532881254411
21,4,0,1,2552,3461.74090187834,18.70568579116026,1174.1449296537362,1067.2314017972676,2,0.6069726329969436,4,12.993351804504641,12,19,49.121484596501176,42.397091755144714,1472.5844421131285,748.2059606914066,74.35932413753926,1.620375998817869,0,0,93.02999662928421,46.58782502295919
9,4,0,0,3319,2700.3177801754077,48.84792044578639,919.969582835905,657.4685621929544,1,0.6993391151766819,32,86.70905528191005,8,54,31.468265826119776,27.45777529185954,375.3919774458827,408.5600203290829,104.55170951676209,2.541341351438655,0,0,59.80040900093313,71.83994631078325
3,0,0,0,331,381.9290114865806,89.31135436806316,147.87608647047668,104.88008805612553,3,0.800881979728321,4,9.977654980641404,4,23,4.968177090491357,5.706174316199616,110.76594488640715,90.9654872724937,43.44512373980969,0.9985894678045681,0,0,16.344895040913144,42.52748251221725
21,1,0,1,1074,1440.6620853474685,96.0215639961099,833.2377774091642,248.2437964790269,1,0.6132125966425015,32,109.73811116217905,3,28,16.499753129280435,19.25374217503174,333.99677574321436,247.49281164849634,59.27152371996214,0.0,0,0,38.720407386577094,39.17769075655756
17,5,1,0,4868,4247.388699524103,114.78695533347113,2439.730855080224,682.7081816481659,2,0.9241174550502979,4,12.33586392302124,15,17,24.105181802361052,26.457310622122677,996.4978131363241,576.0337523815606,82.8162529361777,0.8069025073558125,0,0,63.498050218034855,66.28404499817553
11,5,1,0,3453,4944.5543001133055,95.80099098753301,2067.143434695394,1547.5168873459131,1,0.6409749895995771,8,26.036828063154424,13,50,48.99927922523725,41.82760490176987,1786.626272594685,1194.4337597671472,96.38871052733556,1.8989002880448358,0,0,100.0,80.23774154183978
1,4,0,0,1285,1265.933410265181,102.1212241737721,484.07257886091423,173.0519746551195,1,0.6457983585978685,4,11.05909414407662,7,48,15.831285049720643,15.520407319140448,201.2109577261122,160.17280590328357,61.26692610751708,0.8221774758163891,0,0,31.491735501277265,62.702664897262395
9,4,0,0,4232,3890.9961274884786,114.17824065485723,2036.0199915101196,594.5255304528612,3,0.942145350661829,4,10.044575534416566,8,11,47.833343196076044,48.97973584570811,746.5287905215357,234.27917203103874,68.16979055406127,0.47011906877795673,0,0,81.08914988263793,49.33755365974683
3,0,0,0,4810,5832.025197463306,68.67408461152313,2754.8834398693743,2229.4894543244104,2,0.686813997871117,32,79.97793088460782,18,11,34.68549667216149,35.37068562035161,1727.2602823423047,608.9859407784356,96.6232593663144,0.9348285093432505,0,0,100.0,61.63651760997977
13,1,0,0,835,770.3057047306379,44.4948479113326,425.6904680403932,135.57281360872358,1,0.5655397688437515,8,31.87658551984991,1,40,12.868877388773258,14.07192601609311,141.46000560133348,102.39962201595561,65.55297598413266,2.01987060950635,0,0,23.779970861250582,46.46369888819461
15,5,1,0,3367,4295.58851336284,92.58551163664785,2114.4808359391727,846.1824961012978,1,0.7052290828130315,16,53.312046367766285,12,52,45.77368327045573,45.918373234075155,473.97322539668784,739.228520298822,95.91568775442035,1.9071193570186753,0,0,94.82663744789782,74.2931684795938
14,6,1,0,1717,1962.653692353913,23.80728243847902,1140.1795783240677,569.087716940964,0,0.6627427708787539,16,35.19844455698261,10,32,35.202773371917054,37.47418022454368,437.98994876134685,293.02334924233446,76.46580814292162,0.12928682324443871,0,0,48.53249050781861,52.684498396424665
7,3,0,0,3058,2681.7717317481224,12.84664205046651,1487.0378561985788,622.4560663334117,0,0.7376657037904799,32,105.16946216264988,14,40,29.83434383588599,35.53437339744774,508.4365768687917,223.11305607131428,71.55071853509115,1.0287220580225456,0,0,61.48127005870185,73.63159151028962
13,3,0,0,3244,4667.282597608915,95.31304948911844,2530.1323618780407,1249.432179847639,0,0.7940822703664603,8,17.651916961668988,18,19,80.78722194692628,72.468027889217,1378.4636674268752,322.6520409202089,82.54452081834845,0.10050145536824683,0,0,100.0,66.04385829356575
22,1,0,1,4839,6151.548685169533,114.32720617722795,2193.760690296474,881.9953902777651,2,0.6582424780262451,4,10.396679770041217,11,39,54.611023235354,50.75507616548347,1320.9752774040915,617.3346744567564,111.04625811640817,2.005842277052151,0,0,100.0,69.10511172611913
7,2,0,0,3825,4521.896328544164,55.88139867113317,1602.944124633659,1364.35697359717,1,0.8413843368641115,4,14.76403501377903,5,16,86.96971889887736,77.04081389051468,733.305482980239,518.823626463205,92.709626998619,2.355177135497009,0,0,100.0,45.21332287143712
20,0,0,1,2496,2650.8479231397487,23.530347146533625,1316.0959880763494,389.60838843489074,2,0.645333261881014,16,61.25943415240751,9,32,21.93256030623391,19.797953811801218,533.4441621076425,282.01683499323707,79.81619113710425,1.2101774567388965,0,0,65.46861567315304,52.74554523694121
15,1,0,0,3840,3434.503423754228,62.15741224998919,801.9551842284493,1113.8701103357396,5,0.9025557765019221,4,14.880147201548361,12,35,26.3681890254871,23.033630128579123,1532.8372966579366,930.0945053557197,90.53247300657237,1.0309411683538439,1,1,82.15649882867172,67.88920983308878
12,3,0,0,583,755.1382472301256,50.23155297464231,248.3542328469583,194.13485693012402,2,0.9618077540963517,4,12.434977555086551,16,35,6.601204630984206,5.881970588667586,224.4330895617193,44.62031967271592,60.12494385329411,1.5093371704878915,0,0,21.56418933942355,67.69407205405494
17,4,0,0,451,617.671142383174,47.83450307222701,353.8573336269598,213.00877530956265,3,0.5065659164982258,4,11.624910022052047,11,16,3.918924219944923,4.450359401541419,114.57889174448127,180.9591507936806,61.20866322641125,2.4860492054497585,0,0,21.83974528620164,42.39550402743836
14,3,0,0,3713,3297.4157728746686,77.2292965973798,1253.1515071105473,500.56393584066,1,0.5558938576485495,8,19.93124193874881,3,21,25.0717091542151,23.022957712027885,717.1382452970474,373.4396701485185,83.98761206567393,0.32691433432233796,0,0,63.57329995128458,44.04200896167485
20,4,0,1,179,205.16932335462926,25.094607191685206,63.18380113398872,43.75481318426969,2,0.7448286000153048,4,14.38508818614429,15,8,1.3050506414501402,1.5309794399219376,64.85509972845907,36.60850134286771,54.55117276789699,0.4634184522282909,0,0,24.151956247586543,41.7301491963865
23,0,0,1,2389,2722.00827850754,48.75537810019873,1063.1643907654886,963.725935453448,3,0.7990455314598194,4,12.982408587542682,8,15,21.693211008674886,24.84805911988003,770.8886531183764,467.5250748004395,80.83175830512732,0.2559076791998783,0,0,73.40413450235052,44.88246621957562
12,4,0,0,4421,4619.671763428334,104.897836497274,1457.210063113297,1568.9037840183573,5,0.9370794503926467,8,24.47209437426544,6,37,32.936309805542734,27.8575258464784,957.6567334079344,1491.312593378928,93.57026320969784,0.0,1,0,90.73344534774243,65.18454514675138
8,1,0,0,3009,4069.7908342637593,88.91148622596897,2064.622621690859,1586.1040855928786,0,0.8026386098101672,32,80.57525420773074,12,44,67.59952957889361,73.04447931409257,2265.1283617362224,1419.5941762717139,98.38018036155337,1.15947535967132,0,0,100.0,65.16975666847766
14,4,0,0,1908,1659.3319792524248,11.392673680710752,896.4408848232167,276.4250226936173,2,0.9148621557634598,32,83.85935260677104,3,27,23.26568032691495,21.537534461726878,147.22891710918074,162.24044657794093,82.61354313607633,0.44071668086661664,0,0,49.623050631131235,40.89457568074521
12,2,0,0,3023,2852.2411817518296,64.09893653568604,1463.3802700194951,746.4555038159887,3,0.7507264484635491,32,79.69200566272553,8,18,26.906589745403732,25.203062236124378,921.0966407314902,506.02849403409647,79.71691086722215,0.6855651816834607,0,0,60.8470120721496,51.6304585249825
0,1,0,0,4200,3364.71214062041,15.498961559291002,873.5426046803047,354.52431671143,5,0.8310245471818303,16,52.410658407063536,18,15,19.212343143860316,19.121600978001908,527.8743585484832,235.9045926450687,80.23229623130983,1.0376973249067067,1,0,63.96094480237431,69.27689228756373
6,0,0,0,3699,3924.9710653633506,115.11208932908477,1312.6000736857454,1529.0524422975236,3,0.9432864051725012,8,25.7831740803218,8,26,64.87087534284817,55.427198007613086,1419.1399974079816,1519.1566330204223,87.64920495044291,0.695523524479268,0,0,100.0,53.669333632410606
8,1,0,0,2836,2846.846898915818,33.13367370154561,813.0264736732647,434.2527528708328,2,0.8251863235640488,8,18.74195668229865,9,45,47.969938050840454,56.19779552511329,375.671335960123,396.56150082972323,80.43211069396425,2.76758232303237,0,0,81.54577501425698,67.62019676143886
23,2,0,1,3147,4427.501046820843,112.25141795704256,961.2974666918344,1644.428267075041,1,0.7316767870351324,32,85.24436202752834,16,46,81.52682885547463,96.66224962166265,1260.171079290527,1196.5943986472096,105.32962667159727,0.793772527638602,0,0,100.0,76.00086816035177
0,0,0,0,3562,4709.2032625794845,100.91096697652418,2334.211581116259,1429.2429230635842,4,0.7845811829067226,8,16.272283645081874,10,13,57.48654192987922,49.29076447675416,1367.2750111163227,793.6825074673757,89.72996063681458,1.494772069550224,1,0,100.0,46.272213216069716
